Session,BillURL,DateAccessed,BillName,BillType,BillCat,UKPB_Bill,UKPB_Act,RoyalAssent,RoyalAssentDate,LastChange,Stage,NumberofStages,FirstStageDate,LastStageDate,FirsStageName,LastStageName,Sponsor1,Sponsor2,Sponsor1Inst,Sponsor2Inst,Agent,Promoter,LatestStg-BillPage,LatestStgDate-Billpage,NextStg-Billpage,NextStgDate-Billpage,BillTxtLnk1,BillTxtLnk2,BillTxtDate,BillTxtTitle,LatestNews,Summary,mpnameuseful,mpid_twfy,mpid_grdn,mpparty,mpmajority,mpentered,mpyearentered,mpconstituency,constid_grdn,mpmatch,NumParagraphsTotal,NumParagraphsBody,NumParagraphsSchedules,LegGovUkLink,DocYear,DocMainType,DocEnactmentDate,DocCat,ActNameLGUK
2009-10,http://services.parliament.uk//bills/2009-10/damagesasbestosrelatedconditionshl.html,20140413_170732,Damages (Asbestos-related Conditions) Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,08.04.2010,Lords,3,19.11.2009,05.03.2010,1st reading: House of Lords,Committee: 1st sitting: House of Lords,Baroness Quin,NA,,NA,NA,NA,Committee: 1st sitting: House of Lords,05.03.2010,NA,NA,http://www.publications.parliament.uk/pa/ld200910/ldbills/043/10043.1-i.html,http://www.publications.parliament.uk/pa/ld200910/ldbills/043/2010043.pdf,08.03.2010,HL Bill 43 09-10 (as Amended in Committee),," u'\n'  The purpose of the Damages (Asbestos-related Conditions) Bill is to treat certain asbestos-related conditions as actionable personal injuries.  Under the Bill, people who have negligently been exposed to asbestos and diagnosed with pleural plaques, would be able to pursue claims for compensation through the courts.     The Bill was first introduced in the House of Commons by Andrew Dismore, Labour MP for Hendon, as the  Damages (Asbestos-Related Conditions) Bill .  It had a  second reading ,  committee stage ,  report stage</a> and a <a href=""http://www.publications.parliament.uk/pa/cm200809/cmhansrd/cm091016/debtext/91016-0003.htm"">third reading</a>. </p> <p>The Bill covers England, Wales and Northern Ireland.  The <a href=""http://www.opsi.gov.uk/legislation/scotland/acts2009/asp_20090004_en_1"">Damages (Asbestos-related Conditions) (Scotland) Bill</a> received Royal Assent on 17 April 2009.<br/><br/><strong>Key areas</strong></p> <ul><li>Someone suffering from pleural thickening or asbestosis would not have to prove that asbestos-related condition was causing impairment of their physical condition to claim damages on the basis of personal injury. <br/></li><li>Someone seeking a particular level of damages on the basis of physical impairment would have to prove that level of injury. <br/></li><li>The legislation would have retrospective effect, except in cases where claims had already been settled or legal proceedings already commenced.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/debtreliefdevelopingcountries.html,20140413_170732,Debt Relief (Developing Countries) Act 2010,Private Members' Bill (Ballot Bill),PMB-C,Yes,Yes,Yes,08.04.2010,13.04.2010,Royal Assent,10,16.12.2009,08.04.2010,1st reading: House of Commons,Royal Assent,Andrew Gwynne,Baroness Quin,,,NA,NA,Royal Assent,08.04.2010,NA,NA,http://www.opsi.gov.uk/acts/acts2010/ukpga_20100022_en_1,http://www.opsi.gov.uk/acts/acts2010/pdf/ukpga_20100022_en.pdf,09.04.2010,Debt Relief (Developing Countries) Act 2010 c.22 ,," u""\r\n            The Bill seeks to limit the amount that can be recovered by any commercial creditor of those countries designated as having unsustainable external debts. It would restrict the activities of so-called 'vulture funds', which buy developing countries' sovereign debt at discounted prices, then seek to recover its value in full through the courts. Its provisions\xa0would limit successful claims to an internationally agreed level and apply equally to all commercial creditors. The Bill would cover the 40 countries in the IMF/World Bank Heavily Indebted Poor Countries (HIPC) initiative. Debts incurred after the Bill's entry into force would be excluded. \r\n           \r\n        """,Andrew Gwynne,11531,8702,Labour,9831,2005-05-05,2005,Denton and Reddish,869,OK,2054,1185,869,http://www.legislation.gov.uk/ukpga/2010/4/contents/data.xml,2010,UnitedKingdomPublicGeneralAct,2010-03-03,primary,Corporation Tax Act 2010
2009-10,http://services.parliament.uk//bills/2009-10/dementiastrategy.html,20140413_170732,Dementia Strategy Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,08.04.2010,Commons,1,17.03.2010,17.03.2010,1st reading: House of Commons,1st reading: House of Commons,Mr Paul Burstow,NA,,NA,NA,NA,1st reading: House of Commons,17.03.2010,NA,NA,NA,NA,NA,NA,," u'\r\n            A Bill to require the Secretary of State to publish and keep under review a strategy to improve the provision of services for adults in England with dementia and their carers; to require the Secretary of State to report annually to Parliament on the implementation of the strategy; to require local authorities, the NHS and other bodies to act in accordance with relevant guidance issued by the Secretary of State; and for connected purposes.\r\n           \r\n        '",Paul Burstow,10080,754,Liberal Democrat,1608,1997-05-01,1997,Sutton and Cheam,1355,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/departmentforworkandpensionselectronicfileretention.html,20140413_170732,Department for Work and Pensions (Electronic File retention) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,12.04.2010,Commons,1,10.02.2010,10.02.2010,1st reading: House of Commons,1st reading: House of Commons,Harry Cohen,NA,,NA,NA,NA,1st reading: House of Commons,10.02.2010,NA,NA,http://www.publications.parliament.uk/pa/cm200910/cmbills/066/10066.1-i.html,http://www.publications.parliament.uk/pa/cm200910/cmbills/066/2010066.pdf,03.03.2010,Bill 66 09-10 (as Presented on 10 February 2010),, u'\r\n            A Bill to exempt the Department for Work and Pensions from statutory requirements to retain files in written form where it holds electronic files of the information in an approved form; and for connected purposes.\r\n           \r\n        ',Harry Cohen,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/desecrationofwarmemorials.html,20140413_170732,Desecration of War Memorials Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,12.04.2010,Commons,1,03.02.2010,03.02.2010,1st reading: House of Commons,1st reading: House of Commons,Mr David Burrowes,NA,,NA,NA,NA,1st reading: House of Commons,03.02.2010,NA,NA,http://www.publications.parliament.uk/pa/cm200910/cmbills/060/10060.i-i.html,http://www.publications.parliament.uk/pa/cm200910/cmbills/060/2010060.pdf,31.03.2010,Bill 60 2009-10 as introduced,, u'\r\n            A Bill to amend the law to make provision about damage to war memorials; and for connected purposes\r\n           \r\n        ',David Burrowes,11573,5897,Conservative,7626,2005-05-05,2005,"Enfield, Southgate",926,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/developmentonfloodplainsenvironmentagencypowers.html,20140413_170732,Development on Flood Plains (Environment Agency Powers) Bill,Private Members' Bill (Ballot Bill),PMB-C,Yes,No,No,NA,12.04.2010,Commons,1,16.12.2009,16.12.2009,1st reading: House of Commons,1st reading: House of Commons,Bob Spink,NA,,NA,NA,NA,1st reading: House of Commons,16.12.2009,NA,NA,http://www.publications.parliament.uk/pa/cm200910/cmbills/029/10029.i-i.html,http://www.publications.parliament.uk/pa/cm200910/cmbills/029/2010029.pdf,15.01.2010,Bill 29 09 - 10,," u'\r\n            This Bill would allow certain areas to be designated by the Secretary of State as flood plains.\xa0In these areas, the Environment Agency would be able to veto development.\r\n           \r\n        '",Bob Spink,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/digitaleconomyhl.html,20140413_170732,Digital Economy Act 2010,Government Bill,G,Yes,Yes,Yes,08.04.2010,08.04.2011,Royal Assent,19,19.11.2009,08.04.2010,1st reading: House of Lords,Royal Assent,Lord Mandelson,Rt Hon Ben Bradshaw,"Department for Business, Innovation and Skills","Department for Culture, Media and Sport",NA,NA,Royal Assent,08.04.2010,NA,NA,http://www.legislation.gov.uk/ukpga/2010/24/contents/data.htm,http://www.legislation.gov.uk/ukpga/2010/24/pdfs/ukpga_20100024_en.pdf,13.04.2010,Digital Economy Act 2010 c.24,," u'\n'  The Bill implements aspects of Government policy on digital media set out in the ‘Digital Britain’ White Paper published in June 2009.    Key areas     requires Ofcom to report on communications infrastructure and media content  imposes obligations on internet service providers to reduce online copyright infringement</li><li>allows the Secretary of State to intervene in internet domain name registration</li><li>requires Channel Four to provide public service content on a range of media</li><li>provides more flexibility over the licensing of Channel 3 and Channel 5 services</li><li>modifies the licensing regime to facilitate switchover to digital radio</li><li>allows variation of the public service provision in Channel 3 and 5 licences</li><li>provides Ofcom with additional powers in relation to electromagnetic spectrum access</li><li>extends the range of video games that are subject to age-related classification</li><li>includes non-print formats in the public lending right payment scheme</li></ul> <p>Following amendments in the House of Commons Committee Stage, the Bill no longer provides for the appointment of providers of regional and local news. Provisions in relation to extending copyright licensing and orphan works have also been removed.</p> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,92,14,http://www.legislation.gov.uk/ukpga/2010/24/contents/data.xml,2010,UnitedKingdomPublicGeneralAct,2010-04-08,primary,Digital Economy Act 2010
2009-10,http://services.parliament.uk//bills/2009-10/digitalheritage.html,20140413_170732,Digital Heritage Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,12.03.2010,Commons,1,20.01.2010,20.01.2010,1st reading: House of Commons,1st reading: House of Commons,Mr Tom Watson,NA,,NA,NA,NA,1st reading: House of Commons,20.01.2010,NA,NA,NA,NA,NA,NA,, u'\r\n            A Bill to enable specified institutions to make digital copies of cultural artefacts for archival purposes notwithstanding the existence of any intellectual property right; and for connected purposes\r\n           \r\n        ',Tom Watson,11309,7104,Labour,6696,2001-06-07,2001,West Bromwich East,1418,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/employersliabilityinsurancebureau.html,20140413_170732,Employers' Liability Insurance Bureau Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,12.04.2010,Commons,1,06.01.2010,06.01.2010,1st reading: House of Commons,1st reading: House of Commons,Mr Andrew Dismore,NA,,NA,NA,NA,1st reading: House of Commons,06.01.2010,NA,NA,http://www.publications.parliament.uk/pa/cm200910/cmbills/035/10035.i-i.html,http://www.publications.parliament.uk/pa/cm200910/cmbills/035/2010035.pdf,25.01.2010,Bill 35 09-10 (as introduced by the House of Commons on 6 January 2010),, u'\n'  The Bill would:    establish an employers’ liability insurance bureau to manage a compensation scheme for the benefit of employees  establish a scheme funded by a levy on employers for compensating employees who have suffered personal injury or disease caused by an employer under circumstances where there is no employers’ liability insurance against which claims could be made</li></ul> u'\n',Andrew Dismore,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/energy.html,20140413_170732,Energy Act 2010,Government Bill,G,Yes,Yes,Yes,08.04.2010,16.08.2010,Royal Assent,25,19.11.2009,08.04.2010,1st reading: House of Commons,Royal Assent,Edward Miliband,Lord Hunt of Kings Heath,Department for Energy and Climate Change,Department for Energy and Climate Change,NA,NA,Royal Assent,08.04.2010,NA,NA,http://www.opsi.gov.uk/acts/acts2010/ukpga_20100027_en_1,http://www.opsi.gov.uk/acts/acts2010/pdf/ukpga_20100027_en.pdf,09.04.2010,Energy Act 2010 c.27 ,," u'\n'  The Bill follows on from the low carbon transition plan, published in July 2009. This plan aims to deliver emissions cuts of 34 per cent from 1990 levels by 2020 and of 80 per cent by 2050, while maintaining security of supply, maximising economic opportunities and protecting vulnerable consumers. The Bill will deliver some of the primary legislation required by the plan.    Key areas     introduces a carbon capture and storage incentive to support the construction of up to four UK demonstration projects, to be chosen in a competition</li><li>provides for mandatory social price support to reduce energy bills for the most vulnerable. This would replace the current voluntary agreement which expires in 2011</li><li>increases the powers of the regulator, Ofgem, to deal with exploitation of electricity distribution constraints by generators</li><li>increases Ofgem’s power to fine companies</li><li>clarifies Ofgem’s objectives on tackling climate change, ensuring secure energy supplies and the role of measures other than competition in protecting the interests of consumers</li><li>gives the Secretary of State the power to ban cross-subsidy between gas and electricity accounts</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,92,14,http://www.legislation.gov.uk/ukpga/2010/24/contents/data.xml,2010,UnitedKingdomPublicGeneralAct,2010-04-08,primary,Digital Economy Act 2010
2009-10,http://services.parliament.uk//bills/2009-10/environmentalprotectionflytippingreporting.html,20140413_170732,Environmental Protection (Fly-Tipping Reporting) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,08.04.2010,Commons,1,09.02.2010,09.02.2010,1st reading: House of Commons,1st reading: House of Commons,Joan Ryan,NA,,NA,NA,NA,1st reading: House of Commons,09.02.2010,NA,NA,NA,NA,NA,NA,, u'\n',Joan Ryan,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/equality.html,20140413_170732,Equality Act 2010,Government Bill,G,Yes,Yes,Yes,08.04.2010,15.09.2010,Royal Assent,42,24.04.2009,08.04.2010,1st reading: House of Commons,Royal Assent,Ms Harriet Harman,Baroness Royall of Blaisdon,Government Equalities Office,Government Equalities Office,NA,NA,Royal Assent,08.04.2010,NA,NA,http://www.opsi.gov.uk/acts/acts2010/ukpga_20100015_en_1,http://www.opsi.gov.uk/acts/acts2010/pdf/ukpga_20100015_en.pdf,13.04.2010,Equality Act 2010 c.15,," u'\n'  The Bill will harmonise and in some cases extend existing discrimination law covering the 'protected characteristics' of age, disability, gender reassignment, marriage and civil partnership, pregnancy and maternity, race, religion or belief, sex, and sexual orientation. It will address the impact of recent case law which is generally seen as having weakened discrimination protection, and harmonise provisions defining indirect discrimination.    Key areas     Provides powers to extend age discrimination protection outside the workplace</li><li>Clarifies protection against discrimination by association, for example in relation to a mother who cares for her disabled child</li><li>Extends protection from discrimination on the grounds of gender reassignment to school pupils</li><li>Extends discrimination protection in the terms of membership and benefits for private clubs and associations</li><li>Creates a unified public sector duty, intended to promote equality in public policy and decision-making, existing provisions being extended to the protected characteristics of sexual orientation, age and religion or belief, and proposes a new public sector duty related to socio-economic inequalities</li><li>Provides for legislation requiring that employers review gender pay differences within their organisations and publish the results</li><li>Provides for changes to the way that individual claims are enforced, and gives employment tribunals wider powers to make recommendations for the collective benefit of employees</li><li>Allows a Minister to amend UK equality legislation to comply with European law without the need for primary legislation</li><li>Extends the period for which all-women shortlists may be used for parliamentary and other elections until 2030 and allows parties to reserve places on shortlists of candidates for people on the grounds of race or disability.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461,219,242,http://www.legislation.gov.uk/ukpga/2010/15/contents/data.xml,2010,UnitedKingdomPublicGeneralAct,2010-04-08,primary,Equality Act 2010
